ID,Date,y,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,timestamp
4127,12/8/2018,707,23,28.7,81,0.4,1586,25.1,0,0,0,Summer,No Holiday,Yes,8/12/2018
4128,13/08/2018,409,0,28.4,85,1.3,1406,25.6,0,0,0,Summer,No Holiday,Yes,8/13/2018
4129,13/08/2018,231,1,28.2,88,0.2,929,26,0,1,0,Summer,No Holiday,Yes,8/13/2018
4130,13/08/2018,212,2,28.1,78,0.9,1191,23.8,0,0,0,Summer,No Holiday,Yes,8/13/2018
4131,13/08/2018,196,3,27.7,88,0.5,833,25.5,0,0,0,Summer,No Holiday,Yes,8/13/2018
4132,13/08/2018,151,4,27.1,91,0.9,585,25.4,0,0,0,Summer,No Holiday,Yes,8/13/2018
4133,13/08/2018,230,5,26.8,90,0.6,591,25,0,0,0,Summer,No Holiday,Yes,8/13/2018
4134,13/08/2018,594,6,26.7,89,0.6,615,24.7,0,0,0,Summer,No Holiday,Yes,8/13/2018
4135,13/08/2018,1065,7,27,86,0.9,718,24.4,0.22,0,0,Summer,No Holiday,Yes,8/13/2018
4136,13/08/2018,1657,8,28,78,1.1,865,23.7,0.74,0,0,Summer,No Holiday,Yes,8/13/2018
4137,13/08/2018,903,9,29.4,74,2,917,24.2,1.18,0,0,Summer,No Holiday,Yes,8/13/2018
4138,13/08/2018,639,10,30.6,67,0.7,1354,23.7,1.2,0,0,Summer,No Holiday,Yes,8/13/2018
4139,13/08/2018,677,11,31.7,58,1.1,1584,22.4,1.27,0,0,Summer,No Holiday,Yes,8/13/2018
4140,13/08/2018,724,12,33.4,54,2.6,1648,22.8,2.09,0,0,Summer,No Holiday,Yes,8/13/2018
4141,13/08/2018,698,13,33,54,1.7,1458,22.4,1.23,0,0,Summer,No Holiday,Yes,8/13/2018
4142,13/08/2018,651,14,33.6,55,1.1,1375,23.3,0.94,0,0,Summer,No Holiday,Yes,8/13/2018
4143,13/08/2018,709,15,34,51,1.8,1508,22.4,0.98,0,0,Summer,No Holiday,Yes,8/13/2018
4144,13/08/2018,901,16,33.5,52,2.2,1804,22.2,0.91,0,0,Summer,No Holiday,Yes,8/13/2018
4145,13/08/2018,1358,17,33.2,55,2.7,1600,22.9,0.55,0,0,Summer,No Holiday,Yes,8/13/2018
4146,13/08/2018,2367,18,33.1,59,3.1,1726,24,0.72,0,0,Summer,No Holiday,Yes,8/13/2018
4147,13/08/2018,2036,19,32.1,60,2.3,1987,23.3,0.25,0,0,Summer,No Holiday,Yes,8/13/2018
4148,13/08/2018,1847,20,31,64,2.9,1992,23.3,0.01,0,0,Summer,No Holiday,Yes,8/13/2018
4149,13/08/2018,1851,21,30.4,66,1.6,2000,23.3,0,0,0,Summer,No Holiday,Yes,8/13/2018
4150,13/08/2018,1635,22,29.9,60,1.3,2000,21.2,0,0,0,Summer,No Holiday,Yes,8/13/2018
4151,13/08/2018,1086,23,29.6,63,0.1,2000,21.8,0,0,0,Summer,No Holiday,Yes,8/13/2018
4152,14/08/2018,872,0,29.3,68,1.6,2000,22.7,0,0,0,Summer,No Holiday,Yes,8/14/2018
4153,14/08/2018,681,1,28.9,71,1.2,1982,23.1,0,0,0,Summer,No Holiday,Yes,8/14/2018
4154,14/08/2018,467,2,28.6,70,1.5,2000,22.5,0,0,0,Summer,No Holiday,Yes,8/14/2018
4155,14/08/2018,345,3,28.4,73,1.4,1990,23,0,0,0,Summer,No Holiday,Yes,8/14/2018
4156,14/08/2018,209,4,28.1,71,0.4,2000,22.3,0,0,0,Summer,No Holiday,Yes,8/14/2018
4157,14/08/2018,254,5,27.9,71,0.3,2000,22.1,0,0,0,Summer,No Holiday,Yes,8/14/2018
4158,14/08/2018,643,6,27.8,71,0.1,2000,22,0,0,0,Summer,No Holiday,Yes,8/14/2018
4159,14/08/2018,1097,7,27.9,71,0.4,2000,22.1,0.13,0,0,Summer,No Holiday,Yes,8/14/2018
4160,14/08/2018,1708,8,29.3,63,0.9,1810,21.5,0.76,0,0,Summer,No Holiday,Yes,8/14/2018
4161,14/08/2018,944,9,31,56,0.8,1945,21.1,1.32,0,0,Summer,No Holiday,Yes,8/14/2018
4162,14/08/2018,615,10,31.7,57,1.3,1875,22.1,1.25,0,0,Summer,No Holiday,Yes,8/14/2018
4163,14/08/2018,636,11,32.4,54,1.9,1962,21.8,0.96,0,0,Summer,No Holiday,Yes,8/14/2018
4164,14/08/2018,699,12,33.9,49,1.5,1841,21.6,1.91,0,0,Summer,No Holiday,Yes,8/14/2018
4165,14/08/2018,695,13,35.7,38,2.4,1863,19.1,2.5,0,0,Summer,No Holiday,Yes,8/14/2018
4166,14/08/2018,627,14,36.2,41,2.9,1814,20.8,2.68,0,0,Summer,No Holiday,Yes,8/14/2018
4167,14/08/2018,700,15,37.2,38,2.5,1832,20.5,2.68,0,0,Summer,No Holiday,Yes,8/14/2018
4168,14/08/2018,920,16,36.3,41,2.4,1957,20.9,1.85,0,0,Summer,No Holiday,Yes,8/14/2018
4169,14/08/2018,1306,17,34.7,51,3,2000,23,1.22,0,0,Summer,No Holiday,Yes,8/14/2018
4170,14/08/2018,2305,18,33.7,53,2.4,2000,22.7,0.78,0,0,Summer,No Holiday,Yes,8/14/2018
4171,14/08/2018,1972,19,32.7,56,2.2,2000,22.7,0.33,0,0,Summer,No Holiday,Yes,8/14/2018
4172,14/08/2018,1705,20,31.8,59,0.9,2000,22.7,0,0,0,Summer,No Holiday,Yes,8/14/2018
4173,14/08/2018,1684,21,31.3,59,0.3,2000,22.3,0,0,0,Summer,No Holiday,Yes,8/14/2018
4174,14/08/2018,1587,22,30.9,63,0.7,2000,23,0,0,0,Summer,No Holiday,Yes,8/14/2018
4175,14/08/2018,1165,23,30.3,65,0.4,2000,22.9,0,0,0,Summer,No Holiday,Yes,8/14/2018
4176,15/08/2018,1034,0,30,67,0.8,1986,23.1,0,0,0,Summer,Holiday,Yes,8/15/2018
4177,15/08/2018,850,1,29.6,69,0.4,1942,23.3,0,0,0,Summer,Holiday,Yes,8/15/2018
4178,15/08/2018,676,2,29.5,68,0.4,1949,22.9,0,0,0,Summer,Holiday,Yes,8/15/2018
4179,15/08/2018,474,3,29.1,70,0.3,1952,23,0,0,0,Summer,Holiday,Yes,8/15/2018
4180,15/08/2018,310,4,28.8,73,0.5,1835,23.4,0,0,0,Summer,Holiday,Yes,8/15/2018
4181,15/08/2018,227,5,28.6,73,0.8,1808,23.2,0,0,0,Summer,Holiday,Yes,8/15/2018
4182,15/08/2018,346,6,28.4,74,1,1700,23.3,0,0,0,Summer,Holiday,Yes,8/15/2018
4183,15/08/2018,429,7,28.6,71,0.6,1797,22.8,0.17,0,0,Summer,Holiday,Yes,8/15/2018
4184,15/08/2018,553,8,29.9,60,0.8,1772,21.2,0.83,0,0,Summer,Holiday,Yes,8/15/2018
4185,15/08/2018,563,9,32,53,1.6,2000,21.2,1.56,0,0,Summer,Holiday,Yes,8/15/2018
4186,15/08/2018,547,10,33.5,49,1,1937,21.3,2.09,0,0,Summer,Holiday,Yes,8/15/2018
4187,15/08/2018,586,11,35.4,44,1.2,1887,21.2,2.58,0,0,Summer,Holiday,Yes,8/15/2018
4188,15/08/2018,563,12,36.5,41,1.1,1807,21.1,2.73,0,0,Summer,Holiday,Yes,8/15/2018
4189,15/08/2018,591,13,36.9,39,1.5,2000,20.6,2.46,0,0,Summer,Holiday,Yes,8/15/2018
4190,15/08/2018,627,14,37.2,38,0.9,1976,20.5,1.96,0,0,Summer,Holiday,Yes,8/15/2018
4191,15/08/2018,761,15,37.4,38,1.4,2000,20.6,1.72,0,0,Summer,Holiday,Yes,8/15/2018
4192,15/08/2018,877,16,36.6,39,0.7,2000,20.3,0.44,0,0,Summer,Holiday,Yes,8/15/2018
4193,15/08/2018,960,17,33.6,55,3.9,1929,23.3,0.86,0,0,Summer,Holiday,Yes,8/15/2018
4194,15/08/2018,925,18,32.8,63,2.3,1546,24.8,0.89,0.1,0,Summer,Holiday,Yes,8/15/2018
4195,15/08/2018,1301,19,28.7,76,0.7,2000,24,0.11,0.9,0,Summer,Holiday,Yes,8/15/2018
4196,15/08/2018,1500,20,28.4,69,1.5,2000,22.1,0.01,0,0,Summer,Holiday,Yes,8/15/2018
4197,15/08/2018,1507,21,28.6,69,1.3,2000,22.3,0,0,0,Summer,Holiday,Yes,8/15/2018
4198,15/08/2018,1350,22,28.6,67,1,2000,21.8,0,0,0,Summer,Holiday,Yes,8/15/2018
4199,15/08/2018,1008,23,28.5,69,1.1,2000,22.2,0,0,0,Summer,Holiday,Yes,8/15/2018
4200,16/08/2018,808,0,28.4,68,0.9,2000,21.9,0,0,0,Summer,No Holiday,Yes,8/16/2018
4201,16/08/2018,535,1,28.2,70,1,2000,22.2,0,0,0,Summer,No Holiday,Yes,8/16/2018
4202,16/08/2018,381,2,28.1,68,0.8,2000,21.6,0,0,0,Summer,No Holiday,Yes,8/16/2018
4203,16/08/2018,252,3,27.9,68,0.6,2000,21.4,0,0,0,Summer,No Holiday,Yes,8/16/2018
4204,16/08/2018,173,4,27.8,69,0.9,2000,21.5,0,0,0,Summer,No Holiday,Yes,8/16/2018
4205,16/08/2018,263,5,28,66,0.5,2000,21,0,0,0,Summer,No Holiday,Yes,8/16/2018
4206,16/08/2018,631,6,27.5,72,1.1,2000,21.9,0,0,0,Summer,No Holiday,Yes,8/16/2018
4207,16/08/2018,1105,7,27.6,71,1.2,2000,21.8,0.14,0,0,Summer,No Holiday,Yes,8/16/2018
4208,16/08/2018,1660,8,28.2,68,1.3,2000,21.7,0.41,0,0,Summer,No Holiday,Yes,8/16/2018
4209,16/08/2018,876,9,30.6,55,1.1,2000,20.5,1.46,0,0,Summer,No Holiday,Yes,8/16/2018
4210,16/08/2018,612,10,31.9,51,2.2,1939,20.4,2.04,0,0,Summer,No Holiday,Yes,8/16/2018
4211,16/08/2018,672,11,33.5,48,2.4,1968,20.9,2.71,0,0,Summer,No Holiday,Yes,8/16/2018
4212,16/08/2018,668,12,34.5,44,2.2,2000,20.4,3.19,0,0,Summer,No Holiday,Yes,8/16/2018
4213,16/08/2018,652,13,35.1,39,2,2000,19,3.45,0,0,Summer,No Holiday,Yes,8/16/2018
4214,16/08/2018,638,14,35.3,40,2,2000,19.6,3.17,0,0,Summer,No Holiday,Yes,8/16/2018
4215,16/08/2018,720,15,35,38,2,2000,18.5,2.8,0,0,Summer,No Holiday,Yes,8/16/2018
4216,16/08/2018,902,16,34.5,37,1.9,2000,17.6,2.36,0,0,Summer,No Holiday,Yes,8/16/2018
4217,16/08/2018,1384,17,33.8,37,2.2,2000,17,1.74,0,0,Summer,No Holiday,Yes,8/16/2018
4218,16/08/2018,2481,18,32.4,40,2.1,2000,17,1.04,0,0,Summer,No Holiday,Yes,8/16/2018
4219,16/08/2018,2286,19,29.8,45,2.5,2000,16.5,0.36,0,0,Summer,No Holiday,Yes,8/16/2018
4220,16/08/2018,2114,20,27.9,47,1.9,2000,15.5,0.01,0,0,Summer,No Holiday,Yes,8/16/2018
4221,16/08/2018,2127,21,26.8,46,2,2000,14.2,0,0,0,Summer,No Holiday,Yes,8/16/2018
4222,16/08/2018,1943,22,25.9,45,2.1,2000,13,0,0,0,Summer,No Holiday,Yes,8/16/2018
4223,16/08/2018,1446,23,25,44,2.2,2000,11.8,0,0,0,Summer,No Holiday,Yes,8/16/2018
4224,17/08/2018,1109,0,24.1,45,2,2000,11.4,0,0,0,Summer,No Holiday,Yes,8/17/2018
4225,17/08/2018,842,1,23.4,47,2.1,2000,11.4,0,0,0,Summer,No Holiday,Yes,8/17/2018
4226,17/08/2018,572,2,22.8,50,1.4,2000,11.8,0,0,0,Summer,No Holiday,Yes,8/17/2018
4227,17/08/2018,375,3,22.4,52,1.3,2000,12,0,0,0,Summer,No Holiday,Yes,8/17/2018
4228,17/08/2018,276,4,22.1,54,1.6,2000,12.3,0,0,0,Summer,No Holiday,Yes,8/17/2018
4229,17/08/2018,304,5,21.8,55,1.9,2000,12.3,0,0,0,Summer,No Holiday,Yes,8/17/2018
4230,17/08/2018,719,6,21.8,51,2,2000,11.2,0,0,0,Summer,No Holiday,Yes,8/17/2018
4231,17/08/2018,1271,7,22,49,1.7,2000,10.7,0.23,0,0,Summer,No Holiday,Yes,8/17/2018
4232,17/08/2018,1918,8,23.5,44,1.7,1944,10.5,0.98,0,0,Summer,No Holiday,Yes,8/17/2018
4233,17/08/2018,1069,9,25.5,40,2.6,1990,10.8,1.7,0,0,Summer,No Holiday,Yes,8/17/2018
4234,17/08/2018,717,10,27,36,2.2,1977,10.6,2.34,0,0,Summer,No Holiday,Yes,8/17/2018
4235,17/08/2018,844,11,28.8,33,2.2,1951,10.9,2.85,0,0,Summer,No Holiday,Yes,8/17/2018
4236,17/08/2018,904,12,30.3,30,1.9,1981,10.7,3.17,0,0,Summer,No Holiday,Yes,8/17/2018
4237,17/08/2018,820,13,31.3,30,2.1,2000,11.6,3.3,0,0,Summer,No Holiday,Yes,8/17/2018
4238,17/08/2018,791,14,32.7,27,2,1964,11.2,3.21,0,0,Summer,No Holiday,Yes,8/17/2018
4239,17/08/2018,970,15,33.5,26,2.1,2000,11.3,2.9,0,0,Summer,No Holiday,Yes,8/17/2018
4240,17/08/2018,1112,16,33.7,26,1.5,2000,11.5,2.39,0,0,Summer,No Holiday,Yes,8/17/2018
4241,17/08/2018,1666,17,33.1,27,1.9,1975,11.5,1.76,0,0,Summer,No Holiday,Yes,8/17/2018
4242,17/08/2018,2797,18,32.5,28,1.4,2000,11.6,1.06,0,0,Summer,No Holiday,Yes,8/17/2018
4243,17/08/2018,2353,19,31,31,1.5,2000,11.8,0.34,0,0,Summer,No Holiday,Yes,8/17/2018
4244,17/08/2018,2130,20,28.4,40,1.7,1887,13.4,0,0,0,Summer,No Holiday,Yes,8/17/2018
4245,17/08/2018,2008,21,27.1,43,1.6,2000,13.4,0,0,0,Summer,No Holiday,Yes,8/17/2018
4246,17/08/2018,1787,22,26,45,1.7,2000,13.1,0,0,0,Summer,No Holiday,Yes,8/17/2018
4247,17/08/2018,1466,23,25.2,47,1.2,2000,13,0,0,0,Summer,No Holiday,Yes,8/17/2018
4248,18/08/2018,1191,0,24.5,48,1.2,2000,12.7,0,0,0,Summer,No Holiday,Yes,8/18/2018
4249,18/08/2018,969,1,23.9,51,0.9,2000,13.1,0,0,0,Summer,No Holiday,Yes,8/18/2018
4250,18/08/2018,698,2,23.4,53,1.1,2000,13.2,0,0,0,Summer,No Holiday,Yes,8/18/2018
4251,18/08/2018,483,3,23,54,1,1818,13.1,0,0,0,Summer,No Holiday,Yes,8/18/2018
4252,18/08/2018,316,4,22.6,55,1.4,2000,13,0,0,0,Summer,No Holiday,Yes,8/18/2018
4253,18/08/2018,262,5,22,58,1,2000,13.3,0,0,0,Summer,No Holiday,Yes,8/18/2018
4254,18/08/2018,397,6,21.6,60,1,2000,13.4,0,0,0,Summer,No Holiday,Yes,8/18/2018
4255,18/08/2018,475,7,21.7,57,1.3,2000,12.8,0.23,0,0,Summer,No Holiday,Yes,8/18/2018
4256,18/08/2018,754,8,23.2,47,1,2000,11.2,0.93,0,0,Summer,No Holiday,Yes,8/18/2018
4257,18/08/2018,771,9,25.3,42,1.4,1921,11.4,1.7,0,0,Summer,No Holiday,Yes,8/18/2018
4258,18/08/2018,769,10,27,37,1.2,1962,11,2.32,0,0,Summer,No Holiday,Yes,8/18/2018
4259,18/08/2018,857,11,28.4,35,1.6,2000,11.4,2.82,0,0,Summer,No Holiday,Yes,8/18/2018
4260,18/08/2018,952,12,29.8,33,1.5,1936,11.7,3.14,0,0,Summer,No Holiday,Yes,8/18/2018
4261,18/08/2018,1003,13,31.1,30,1.5,2000,11.4,3.24,0,0,Summer,No Holiday,Yes,8/18/2018
4262,18/08/2018,1121,14,31,31,1.8,1999,11.8,2.8,0,0,Summer,No Holiday,Yes,8/18/2018
4263,18/08/2018,1196,15,31.7,30,1.9,1943,11.9,2.23,0,0,Summer,No Holiday,Yes,8/18/2018
4264,18/08/2018,1398,16,31.8,33,2.1,2000,13.5,1.88,0,0,Summer,No Holiday,Yes,8/18/2018
4265,18/08/2018,1806,17,29.9,39,2.9,2000,14.4,0.86,0,0,Summer,No Holiday,Yes,8/18/2018
4266,18/08/2018,1979,18,30.1,37,2.1,2000,13.8,0.88,0,0,Summer,No Holiday,Yes,8/18/2018
4267,18/08/2018,2127,19,28.5,45,1.6,2000,15.4,0.23,0,0,Summer,No Holiday,Yes,8/18/2018
4268,18/08/2018,1965,20,27.6,46,1.2,2000,14.9,0.01,0,0,Summer,No Holiday,Yes,8/18/2018
4269,18/08/2018,1886,21,26.8,48,0.9,2000,14.8,0,0,0,Summer,No Holiday,Yes,8/18/2018
4270,18/08/2018,1681,22,26.3,48,0.8,2000,14.4,0,0,0,Summer,No Holiday,Yes,8/18/2018
4271,18/08/2018,1342,23,25.9,52,1.3,2000,15.2,0,0,0,Summer,No Holiday,Yes,8/18/2018
4272,19/08/2018,1100,0,25.3,53,2.4,2000,15,0,0,0,Summer,No Holiday,Yes,8/19/2018
4273,19/08/2018,844,1,25,57,0.9,2000,15.8,0,0,0,Summer,No Holiday,Yes,8/19/2018
4274,19/08/2018,611,2,24.5,59,0.3,2000,15.9,0,0,0,Summer,No Holiday,Yes,8/19/2018
4275,19/08/2018,425,3,24,59,0.6,2000,15.4,0,0,0,Summer,No Holiday,Yes,8/19/2018
4276,19/08/2018,264,4,23.6,61,0.3,2000,15.6,0,0,0,Summer,No Holiday,Yes,8/19/2018
4277,19/08/2018,223,5,23.4,63,0.3,2000,15.9,0,0,0,Summer,No Holiday,Yes,8/19/2018
4278,19/08/2018,260,6,23.1,64,0.6,2000,15.9,0,0,0,Summer,No Holiday,Yes,8/19/2018
4279,19/08/2018,392,7,23.3,64,1,2000,16,0.1,0,0,Summer,No Holiday,Yes,8/19/2018
4280,19/08/2018,592,8,24.4,58,0.8,2000,15.5,0.45,0,0,Summer,No Holiday,Yes,8/19/2018
4281,19/08/2018,645,9,26.3,50,0.7,1980,15,1.28,0,0,Summer,No Holiday,Yes,8/19/2018
4282,19/08/2018,732,10,27.3,49,0.9,1968,15.6,1.17,0,0,Summer,No Holiday,Yes,8/19/2018
4283,19/08/2018,795,11,28.4,43,1,1914,14.6,1.52,0,0,Summer,No Holiday,Yes,8/19/2018
4284,19/08/2018,926,12,30.9,37,1.8,1858,14.5,2.98,0,0,Summer,No Holiday,Yes,8/19/2018
4285,19/08/2018,943,13,32.4,33,2.7,1893,14,3.1,0,0,Summer,No Holiday,Yes,8/19/2018
4286,19/08/2018,972,14,33.4,31,1.2,1962,13.9,2.73,0,0,Summer,No Holiday,Yes,8/19/2018
4287,19/08/2018,1181,15,33.8,31,1.6,2000,14.3,2.45,0,0,Summer,No Holiday,Yes,8/19/2018
4288,19/08/2018,1395,16,33.3,32,2.4,2000,14.3,1.98,0,0,Summer,No Holiday,Yes,8/19/2018
4289,19/08/2018,1721,17,32.7,33,2.5,1994,14.3,1.18,0,0,Summer,No Holiday,Yes,8/19/2018
4290,19/08/2018,1928,18,32.3,41,1.9,2000,17.3,0.62,0,0,Summer,No Holiday,Yes,8/19/2018
4291,19/08/2018,2186,19,29.7,55,2.5,2000,19.6,0.23,0,0,Summer,No Holiday,Yes,8/19/2018
4292,19/08/2018,2029,20,28.5,58,1.4,2000,19.4,0,0,0,Summer,No Holiday,Yes,8/19/2018
4293,19/08/2018,1821,21,27.9,61,0.7,2000,19.6,0,0,0,Summer,No Holiday,Yes,8/19/2018
4294,19/08/2018,1546,22,27.7,62,0.6,2000,19.7,0,0,0,Summer,No Holiday,Yes,8/19/2018
4295,19/08/2018,1016,23,27.5,60,0.3,2000,19,0,0,0,Summer,No Holiday,Yes,8/19/2018
4296,20/08/2018,818,0,27,62,0.6,2000,19,0,0,0,Summer,No Holiday,Yes,8/20/2018
4297,20/08/2018,527,1,26.6,64,0.2,2000,19.2,0,0,0,Summer,No Holiday,Yes,8/20/2018
4298,20/08/2018,352,2,26.3,65,0.3,2000,19.1,0,0,0,Summer,No Holiday,Yes,8/20/2018
4299,20/08/2018,255,3,26.1,65,0.6,2000,18.9,0,0,0,Summer,No Holiday,Yes,8/20/2018
4300,20/08/2018,193,4,26.2,65,1.1,1542,19,0,0,0,Summer,No Holiday,Yes,8/20/2018
4301,20/08/2018,281,5,25.7,68,0.8,1395,19.3,0,0,0,Summer,No Holiday,Yes,8/20/2018
4302,20/08/2018,675,6,25.3,67,1.5,1450,18.7,0,0,0,Summer,No Holiday,Yes,8/20/2018
4303,20/08/2018,1285,7,25.4,60,1.4,1879,17,0.16,0,0,Summer,No Holiday,Yes,8/20/2018
4304,20/08/2018,1912,8,26.6,54,1.1,1739,16.5,0.75,0,0,Summer,No Holiday,Yes,8/20/2018
4305,20/08/2018,993,9,27.5,54,1,1993,17.3,0.81,0,0,Summer,No Holiday,Yes,8/20/2018
4306,20/08/2018,719,10,29.3,49,2,1875,17.4,1.65,0,0,Summer,No Holiday,Yes,8/20/2018
4307,20/08/2018,766,11,31.2,45,1.9,1810,17.8,2.72,0,0,Summer,No Holiday,Yes,8/20/2018
4308,20/08/2018,808,12,31.7,45,2.5,1814,18.3,1.96,0,0,Summer,No Holiday,Yes,8/20/2018
4309,20/08/2018,847,13,31.6,46,2.7,1864,18.5,1.77,0,0,Summer,No Holiday,Yes,8/20/2018
4310,20/08/2018,816,14,32.1,45,2.8,1966,18.6,1.51,0,0,Summer,No Holiday,Yes,8/20/2018
4311,20/08/2018,992,15,32.9,45,1.9,1877,19.3,1.84,0,0,Summer,No Holiday,Yes,8/20/2018
4312,20/08/2018,1253,16,32.3,45,2.8,1928,18.8,0.98,0,0,Summer,No Holiday,Yes,8/20/2018
4313,20/08/2018,1704,17,32.1,44,2.6,1731,18.3,0.6,0,0,Summer,No Holiday,Yes,8/20/2018
4314,20/08/2018,2628,18,31.6,47,2.1,1867,18.9,0.26,0,0,Summer,No Holiday,Yes,8/20/2018
4315,20/08/2018,2162,19,30.8,55,1.9,1170,20.7,0.06,0,0,Summer,No Holiday,Yes,8/20/2018
4316,20/08/2018,1999,20,29.8,61,3.4,1525,21.4,0,0,0,Summer,No Holiday,Yes,8/20/2018
4317,20/08/2018,1971,21,29.3,63,3.1,1677,21.5,0,0,0,Summer,No Holiday,Yes,8/20/2018
4318,20/08/2018,1630,22,29,63,4.2,1776,21.2,0,0,0,Summer,No Holiday,Yes,8/20/2018
4319,20/08/2018,1241,23,28.5,62,4.9,1882,20.5,0,0,0,Summer,No Holiday,Yes,8/20/2018
4320,1/9/2018,1075,0,23.2,83,0.5,1887,20.1,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4321,1/9/2018,975,1,22.7,83,0.1,1940,19.6,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4322,1/9/2018,785,2,22,86,0.4,1703,19.5,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4323,1/9/2018,514,3,21.6,87,0.3,1579,19.3,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4324,1/9/2018,338,4,21.2,88,0.9,1183,19.1,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4325,1/9/2018,260,5,21.1,87,0.6,1116,18.8,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4326,1/9/2018,362,6,20.9,87,0.7,1198,18.6,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4327,1/9/2018,511,7,21.1,81,1,1738,17.7,0.14,0,0,Autumn,No Holiday,Yes,9/1/2018
4328,1/9/2018,812,8,22.3,64,1.7,2000,15.1,0.75,0,0,Autumn,No Holiday,Yes,9/1/2018
4329,1/9/2018,925,9,24.1,56,2.1,1956,14.7,1.46,0,0,Autumn,No Holiday,Yes,9/1/2018
4330,1/9/2018,861,10,26,54,1.5,2000,15.9,2.13,0,0,Autumn,No Holiday,Yes,9/1/2018
4331,1/9/2018,981,11,27.6,47,1.2,2000,15.2,2.63,0,0,Autumn,No Holiday,Yes,9/1/2018
4332,1/9/2018,1086,12,28.9,46,1.6,1966,16.1,2.96,0,0,Autumn,No Holiday,Yes,9/1/2018
4333,1/9/2018,1303,13,29.4,48,1.9,1942,17.2,2.88,0,0,Autumn,No Holiday,Yes,9/1/2018
4334,1/9/2018,1371,14,29.7,42,1.4,2000,15.4,2.37,0,0,Autumn,No Holiday,Yes,9/1/2018
4335,1/9/2018,1480,15,30,45,0.9,2000,16.7,2.1,0,0,Autumn,No Holiday,Yes,9/1/2018
4336,1/9/2018,1678,16,30.5,41,1.4,1930,15.7,1.95,0,0,Autumn,No Holiday,Yes,9/1/2018
4337,1/9/2018,1845,17,29.6,42,1.3,2000,15.3,0.98,0,0,Autumn,No Holiday,Yes,9/1/2018
4338,1/9/2018,1892,18,28.8,46,1.3,2000,16,0.58,0,0,Autumn,No Holiday,Yes,9/1/2018
4339,1/9/2018,1891,19,27.8,48,1.1,2000,15.7,0.08,0,0,Autumn,No Holiday,Yes,9/1/2018
4340,1/9/2018,1440,20,26.9,49,2.1,2000,15.2,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4341,1/9/2018,1110,21,26,52,1.4,2000,15.3,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4342,1/9/2018,992,22,25.1,53,2,2000,14.8,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4343,1/9/2018,1523,23,24.4,54,1.6,2000,14.4,0,0,0,Autumn,No Holiday,Yes,9/1/2018
4344,2/9/2018,1336,0,23.5,56,1.5,2000,14.2,0,0,0,Autumn,No Holiday,Yes,9/2/2018
4345,2/9/2018,930,1,22.8,59,1.5,2000,14.3,0,0,0,Autumn,No Holiday,Yes,9/2/2018
4346,2/9/2018,610,2,22,60,1.2,2000,13.8,0,0,0,Autumn,No Holiday,Yes,9/2/2018
4347,2/9/2018,440,3,21.5,61,1.3,2000,13.6,0,0,0,Autumn,No Holiday,Yes,9/2/2018
4348,2/9/2018,255,4,21.1,62,1.8,2000,13.5,0,0,0,Autumn,No Holiday,Yes,9/2/2018
4349,2/9/2018,179,5,20.6,65,1.1,2000,13.7,0,0,0,Autumn,No Holiday,Yes,9/2/2018
4350,2/9/2018,249,6,20.2,66,1,2000,13.6,0,0,0,Autumn,No Holiday,Yes,9/2/2018
4351,2/9/2018,388,7,20.2,65,1.4,2000,13.4,0.16,0,0,Autumn,No Holiday,Yes,9/2/2018
4352,2/9/2018,576,8,21.3,57,1.3,2000,12.4,0.81,0,0,Autumn,No Holiday,Yes,9/2/2018
4353,2/9/2018,721,9,23.4,52,1.3,1997,12.9,1.53,0,0,Autumn,No Holiday,Yes,9/2/2018
4354,2/9/2018,802,10,25,47,1.5,2000,12.8,2.17,0,0,Autumn,No Holiday,Yes,9/2/2018
4355,2/9/2018,940,11,26.5,44,1.4,1958,13.2,2.62,0,0,Autumn,No Holiday,Yes,9/2/2018
4356,2/9/2018,1075,12,27.5,43,1.4,1959,13.7,2.75,0,0,Autumn,No Holiday,Yes,9/2/2018
4357,2/9/2018,1254,13,28.5,42,1.7,1990,14.3,2.94,0,0,Autumn,No Holiday,Yes,9/2/2018
4358,2/9/2018,1395,14,29.1,43,1.4,2000,15.2,2.39,0,0,Autumn,No Holiday,Yes,9/2/2018
4359,2/9/2018,1550,15,29.3,43,1.5,1958,15.4,2.4,0,0,Autumn,No Holiday,Yes,9/2/2018
4360,2/9/2018,1853,16,29.3,44,1.4,1997,15.7,1.32,0,0,Autumn,No Holiday,Yes,9/2/2018
4361,2/9/2018,2069,17,28.8,47,2,1998,16.3,1,0,0,Autumn,No Holiday,Yes,9/2/2018
